state,state_abbreviation,county,party,candidate,votes,fraction_votes
Vermont,VT,Barnet,Republican,Ben Carson,12,0.06
Vermont,VT,Barnet,Republican,Donald Trump,64,0.322
Vermont,VT,Barnet,Republican,John Kasich,55,0.276
Vermont,VT,Barnet,Republican,Marco Rubio,35,0.17600000000000000
Vermont,VT,Barnet,Republican,Ted Cruz,23,0.11600000000000000
Vermont,VT,Barre,Republican,Ben Carson,25,0.034
Vermont,VT,Barre,Republican,Donald Trump,235,0.318
Vermont,VT,Barre,Republican,John Kasich,215,0.29100000000000000
Vermont,VT,Barre,Republican,Marco Rubio,143,0.193
Vermont,VT,Barre,Republican,Ted Cruz,91,0.12300000000000000
Vermont,VT,Barre Town,Republican,Ben Carson,33,0.029000000000000000
Vermont,VT,Barre Town,Republican,Donald Trump,378,0.33
Vermont,VT,Barre Town,Republican,John Kasich,365,0.319
Vermont,VT,Barre Town,Republican,Marco Rubio,252,0.22
Vermont,VT,Barre Town,Republican,Ted Cruz,85,0.07400000000000000
Vermont,VT,Barton,Republican,Ben Carson,10,0.044000000000000000
Vermont,VT,Barton,Republican,Donald Trump,78,0.345
Vermont,VT,Barton,Republican,John Kasich,63,0.27900000000000000
Vermont,VT,Barton,Republican,Marco Rubio,48,0.212
Vermont,VT,Barton,Republican,Ted Cruz,18,0.08
Vermont,VT,Belvidere,Republican,Ben Carson,2,0.054000000000000000
Vermont,VT,Belvidere,Republican,Donald Trump,11,0.297
Vermont,VT,Belvidere,Republican,John Kasich,9,0.243
Vermont,VT,Belvidere,Republican,Marco Rubio,8,0.21600000000000000
Vermont,VT,Belvidere,Republican,Ted Cruz,6,0.162
Vermont,VT,Bennington,Republican,Ben Carson,47,0.047
Vermont,VT,Bennington,Republican,Donald Trump,435,0.439
Vermont,VT,Bennington,Republican,John Kasich,165,0.166
Vermont,VT,Bennington,Republican,Marco Rubio,196,0.198
Vermont,VT,Bennington,Republican,Ted Cruz,115,0.11600000000000000
Vermont,VT,Benson,Republican,Ben Carson,3,0.026000000000000000
Vermont,VT,Benson,Republican,Donald Trump,53,0.45300000000000000
Vermont,VT,Benson,Republican,John Kasich,23,0.19700000000000000
Vermont,VT,Benson,Republican,Marco Rubio,17,0.145
Vermont,VT,Benson,Republican,Ted Cruz,16,0.13700000000000000
Vermont,VT,Berkshire,Republican,Ben Carson,5,0.038
Vermont,VT,Berkshire,Republican,Donald Trump,43,0.331
Vermont,VT,Berkshire,Republican,John Kasich,26,0.2
Vermont,VT,Berkshire,Republican,Marco Rubio,23,0.177
Vermont,VT,Berkshire,Republican,Ted Cruz,22,0.16900000000000000
Vermont,VT,Berlin,Republican,Ben Carson,13,0.046
Vermont,VT,Berlin,Republican,Donald Trump,99,0.35
Vermont,VT,Berlin,Republican,John Kasich,83,0.293
Vermont,VT,Berlin,Republican,Marco Rubio,46,0.163
Vermont,VT,Berlin,Republican,Ted Cruz,35,0.124
Vermont,VT,Bethel,Republican,Ben Carson,8,0.054000000000000000
Vermont,VT,Bethel,Republican,Donald Trump,57,0.38300000000000000
Vermont,VT,Bethel,Republican,John Kasich,44,0.295
Vermont,VT,Bethel,Republican,Marco Rubio,17,0.114
Vermont,VT,Bethel,Republican,Ted Cruz,19,0.128
Vermont,VT,Bloomfield,Republican,Ben Carson,1,0.026000000000000000
Vermont,VT,Bloomfield,Republican,Donald Trump,23,0.59
Vermont,VT,Bloomfield,Republican,John Kasich,7,0.179
Vermont,VT,Bloomfield,Republican,Marco Rubio,5,0.128
Vermont,VT,Bloomfield,Republican,Ted Cruz,3,0.077
Vermont,VT,Bolton,Republican,Ben Carson,3,0.028000000000000000
Vermont,VT,Bolton,Republican,Donald Trump,45,0.42100000000000000
Vermont,VT,Bolton,Republican,John Kasich,25,0.23400000000000000
Vermont,VT,Bolton,Republican,Marco Rubio,15,0.14
Vermont,VT,Bolton,Republican,Ted Cruz,16,0.15
Vermont,VT,Bradford,Republican,Ben Carson,14,0.07400000000000000
Vermont,VT,Bradford,Republican,Donald Trump,68,0.36
Vermont,VT,Bradford,Republican,John Kasich,49,0.259
Vermont,VT,Bradford,Republican,Marco Rubio,31,0.16400000000000000
Vermont,VT,Bradford,Republican,Ted Cruz,21,0.111
Vermont,VT,Braintree,Republican,Ben Carson,7,0.07400000000000000
Vermont,VT,Braintree,Republican,Donald Trump,23,0.242
Vermont,VT,Braintree,Republican,John Kasich,30,0.316
Vermont,VT,Braintree,Republican,Marco Rubio,19,0.2
Vermont,VT,Braintree,Republican,Ted Cruz,14,0.147
Vermont,VT,Brandon,Republican,Ben Carson,18,0.038
Vermont,VT,Brandon,Republican,Donald Trump,134,0.285
Vermont,VT,Brandon,Republican,John Kasich,151,0.321
Vermont,VT,Brandon,Republican,Marco Rubio,100,0.212
Vermont,VT,Brandon,Republican,Ted Cruz,47,0.1
Vermont,VT,Brattleboro,Republican,Ben Carson,23,0.044000000000000000
Vermont,VT,Brattleboro,Republican,Donald Trump,183,0.35200000000000000
Vermont,VT,Brattleboro,Republican,John Kasich,150,0.28800000000000000
Vermont,VT,Brattleboro,Republican,Marco Rubio,84,0.162
Vermont,VT,Brattleboro,Republican,Ted Cruz,49,0.094
Vermont,VT,Bridgewater,Republican,Ben Carson,8,0.077
Vermont,VT,Bridgewater,Republican,Donald Trump,38,0.365
Vermont,VT,Bridgewater,Republican,John Kasich,30,0.28800000000000000
Vermont,VT,Bridgewater,Republican,Marco Rubio,15,0.14400000000000000
Vermont,VT,Bridgewater,Republican,Ted Cruz,8,0.077
Vermont,VT,Bridport,Republican,Ben Carson,13,0.066
Vermont,VT,Bridport,Republican,Donald Trump,67,0.33800000000000000
Vermont,VT,Bridport,Republican,John Kasich,51,0.258
Vermont,VT,Bridport,Republican,Marco Rubio,36,0.182
Vermont,VT,Bridport,Republican,Ted Cruz,23,0.11600000000000000
Vermont,VT,Brighton,Republican,Ben Carson,4,0.028000000000000000
Vermont,VT,Brighton,Republican,Donald Trump,67,0.469
Vermont,VT,Brighton,Republican,John Kasich,30,0.21
Vermont,VT,Brighton,Republican,Marco Rubio,25,0.175
Vermont,VT,Brighton,Republican,Ted Cruz,13,0.091
Vermont,VT,Bristol,Republican,Ben Carson,16,0.043
Vermont,VT,Bristol,Republican,Donald Trump,124,0.331
Vermont,VT,Bristol,Republican,John Kasich,98,0.261
Vermont,VT,Bristol,Republican,Marco Rubio,71,0.18900000000000000
Vermont,VT,Bristol,Republican,Ted Cruz,44,0.11700000000000000
Vermont,VT,Brookfield,Republican,Ben Carson,6,0.044000000000000000
Vermont,VT,Brookfield,Republican,Donald Trump,43,0.316
Vermont,VT,Brookfield,Republican,John Kasich,40,0.294
Vermont,VT,Brookfield,Republican,Marco Rubio,28,0.20600000000000000
Vermont,VT,Brookfield,Republican,Ted Cruz,13,0.096
Vermont,VT,Brookline,Republican,Ben Carson,3,0.077
Vermont,VT,Brookline,Republican,Donald Trump,11,0.282
Vermont,VT,Brookline,Republican,John Kasich,8,0.205
Vermont,VT,Brookline,Republican,Marco Rubio,15,0.385
Vermont,VT,Brookline,Republican,Ted Cruz,1,0.026000000000000000
Vermont,VT,Brownington,Republican,Ben Carson,1,0.014000000000000000
Vermont,VT,Brownington,Republican,Donald Trump,32,0.43200000000000000
Vermont,VT,Brownington,Republican,John Kasich,12,0.162
Vermont,VT,Brownington,Republican,Marco Rubio,18,0.243
Vermont,VT,Brownington,Republican,Ted Cruz,8,0.10800000000000000
Vermont,VT,Brunswick,Republican,Ben Carson,0,0.0
Vermont,VT,Brunswick,Republican,Donald Trump,8,0.4
Vermont,VT,Brunswick,Republican,John Kasich,5,0.25
Vermont,VT,Brunswick,Republican,Marco Rubio,4,0.2
Vermont,VT,Brunswick,Republican,Ted Cruz,2,0.1
Vermont,VT,Burke,Republican,Ben Carson,8,0.043
Vermont,VT,Burke,Republican,Donald Trump,74,0.4
Vermont,VT,Burke,Republican,John Kasich,58,0.314
Vermont,VT,Burke,Republican,Marco Rubio,30,0.162
Vermont,VT,Burke,Republican,Ted Cruz,12,0.065
Vermont,VT,Burlington,Republican,Ben Carson,45,0.025
Vermont,VT,Burlington,Republican,Donald Trump,527,0.289
Vermont,VT,Burlington,Republican,John Kasich,643,0.353
Vermont,VT,Burlington,Republican,Marco Rubio,391,0.215
Vermont,VT,Burlington,Republican,Ted Cruz,154,0.085
Vermont,VT,Cabot,Republican,Ben Carson,13,0.07200000000000000
Vermont,VT,Cabot,Republican,Donald Trump,44,0.244
Vermont,VT,Cabot,Republican,John Kasich,50,0.278
Vermont,VT,Cabot,Republican,Marco Rubio,39,0.217
Vermont,VT,Cabot,Republican,Ted Cruz,28,0.156
Vermont,VT,Calais,Republican,Ben Carson,3,0.023
Vermont,VT,Calais,Republican,Donald Trump,36,0.271
Vermont,VT,Calais,Republican,John Kasich,61,0.45900000000000000
Vermont,VT,Calais,Republican,Marco Rubio,22,0.165
Vermont,VT,Calais,Republican,Ted Cruz,7,0.053
Vermont,VT,Cambridge,Republican,Ben Carson,16,0.048
Vermont,VT,Cambridge,Republican,Donald Trump,91,0.271
Vermont,VT,Cambridge,Republican,John Kasich,111,0.33
Vermont,VT,Cambridge,Republican,Marco Rubio,73,0.217
Vermont,VT,Cambridge,Republican,Ted Cruz,32,0.095
Vermont,VT,Canaan,Republican,Ben Carson,5,0.051
Vermont,VT,Canaan,Republican,Donald Trump,25,0.253
Vermont,VT,Canaan,Republican,John Kasich,32,0.32300000000000000
Vermont,VT,Canaan,Republican,Marco Rubio,22,0.222
Vermont,VT,Canaan,Republican,Ted Cruz,12,0.121
Vermont,VT,Castleton,Republican,Ben Carson,17,0.029000000000000000
Vermont,VT,Castleton,Republican,Donald Trump,225,0.38800000000000000
Vermont,VT,Castleton,Republican,John Kasich,184,0.317
Vermont,VT,Castleton,Republican,Marco Rubio,97,0.16700000000000000
Vermont,VT,Castleton,Republican,Ted Cruz,38,0.066
Vermont,VT,Cavendish,Republican,Ben Carson,6,0.041000000000000000
Vermont,VT,Cavendish,Republican,Donald Trump,57,0.39300000000000000
Vermont,VT,Cavendish,Republican,John Kasich,36,0.248
Vermont,VT,Cavendish,Republican,Marco Rubio,21,0.145
Vermont,VT,Cavendish,Republican,Ted Cruz,17,0.11700000000000000
Vermont,VT,Charleston,Republican,Ben Carson,3,0.034
Vermont,VT,Charleston,Republican,Donald Trump,40,0.455
Vermont,VT,Charleston,Republican,John Kasich,16,0.182
Vermont,VT,Charleston,Republican,Marco Rubio,17,0.193
Vermont,VT,Charleston,Republican,Ted Cruz,10,0.114
Vermont,VT,Charlotte,Republican,Ben Carson,7,0.014000000000000000
Vermont,VT,Charlotte,Republican,Donald Trump,122,0.25
Vermont,VT,Charlotte,Republican,John Kasich,220,0.451
Vermont,VT,Charlotte,Republican,Marco Rubio,86,0.17600000000000000
Vermont,VT,Charlotte,Republican,Ted Cruz,36,0.07400000000000000
Vermont,VT,Chelsea,Republican,Ben Carson,6,0.042
Vermont,VT,Chelsea,Republican,Donald Trump,43,0.301
Vermont,VT,Chelsea,Republican,John Kasich,42,0.294
Vermont,VT,Chelsea,Republican,Marco Rubio,28,0.196
Vermont,VT,Chelsea,Republican,Ted Cruz,13,0.091
Vermont,VT,Chester,Republican,Ben Carson,13,0.04
Vermont,VT,Chester,Republican,Donald Trump,105,0.321
Vermont,VT,Chester,Republican,John Kasich,82,0.251
Vermont,VT,Chester,Republican,Marco Rubio,72,0.22
Vermont,VT,Chester,Republican,Ted Cruz,40,0.122
Vermont,VT,Chittenden,Republican,Ben Carson,6,0.026000000000000000
Vermont,VT,Chittenden,Republican,Donald Trump,65,0.28600000000000000
Vermont,VT,Chittenden,Republican,John Kasich,98,0.43200000000000000
Vermont,VT,Chittenden,Republican,Marco Rubio,36,0.159
Vermont,VT,Chittenden,Republican,Ted Cruz,20,0.08800000000000000
Vermont,VT,Clarendon,Republican,Ben Carson,18,0.042
Vermont,VT,Clarendon,Republican,Donald Trump,166,0.384
Vermont,VT,Clarendon,Republican,John Kasich,109,0.252
Vermont,VT,Clarendon,Republican,Marco Rubio,86,0.19900000000000000
Vermont,VT,Clarendon,Republican,Ted Cruz,32,0.07400000000000000
Vermont,VT,Colchester,Republican,Ben Carson,49,0.03
Vermont,VT,Colchester,Republican,Donald Trump,488,0.299
Vermont,VT,Colchester,Republican,John Kasich,567,0.34700000000000000
Vermont,VT,Colchester,Republican,Marco Rubio,315,0.193
Vermont,VT,Colchester,Republican,Ted Cruz,165,0.10100000000000000
Vermont,VT,Concord,Republican,Ben Carson,5,0.031
Vermont,VT,Concord,Republican,Donald Trump,78,0.479
Vermont,VT,Concord,Republican,John Kasich,26,0.16
Vermont,VT,Concord,Republican,Marco Rubio,34,0.209
Vermont,VT,Concord,Republican,Ted Cruz,14,0.086
Vermont,VT,Corinth,Republican,Ben Carson,7,0.051
Vermont,VT,Corinth,Republican,Donald Trump,66,0.485
Vermont,VT,Corinth,Republican,John Kasich,34,0.25
Vermont,VT,Corinth,Republican,Marco Rubio,13,0.096
Vermont,VT,Corinth,Republican,Ted Cruz,13,0.096
Vermont,VT,Cornwall,Republican,Ben Carson,3,0.022000000000000000
Vermont,VT,Cornwall,Republican,Donald Trump,31,0.223
Vermont,VT,Cornwall,Republican,John Kasich,54,0.38800000000000000
Vermont,VT,Cornwall,Republican,Marco Rubio,34,0.245
Vermont,VT,Cornwall,Republican,Ted Cruz,12,0.086
Vermont,VT,Coventry,Republican,Ben Carson,6,0.05
Vermont,VT,Coventry,Republican,Donald Trump,50,0.42
Vermont,VT,Coventry,Republican,John Kasich,27,0.22700000000000000
Vermont,VT,Coventry,Republican,Marco Rubio,25,0.21
Vermont,VT,Coventry,Republican,Ted Cruz,10,0.084
Vermont,VT,Craftsbury,Republican,Ben Carson,5,0.078
Vermont,VT,Craftsbury,Republican,Donald Trump,16,0.25
Vermont,VT,Craftsbury,Republican,John Kasich,28,0.43800000000000000
Vermont,VT,Craftsbury,Republican,Marco Rubio,10,0.156
Vermont,VT,Craftsbury,Republican,Ted Cruz,4,0.063
Vermont,VT,Danby,Republican,Ben Carson,12,0.062
Vermont,VT,Danby,Republican,Donald Trump,84,0.431
Vermont,VT,Danby,Republican,John Kasich,45,0.231
Vermont,VT,Danby,Republican,Marco Rubio,30,0.154
Vermont,VT,Danby,Republican,Ted Cruz,19,0.09700000000000000
Vermont,VT,Danville,Republican,Ben Carson,9,0.033
Vermont,VT,Danville,Republican,Donald Trump,85,0.316
Vermont,VT,Danville,Republican,John Kasich,86,0.32
Vermont,VT,Danville,Republican,Marco Rubio,52,0.193
Vermont,VT,Danville,Republican,Ted Cruz,28,0.10400000000000000
Vermont,VT,Derby,Republican,Ben Carson,45,0.077
Vermont,VT,Derby,Republican,Donald Trump,205,0.35100000000000000
Vermont,VT,Derby,Republican,John Kasich,153,0.262
Vermont,VT,Derby,Republican,Marco Rubio,123,0.21100000000000000
Vermont,VT,Derby,Republican,Ted Cruz,39,0.067
Vermont,VT,Dorset,Republican,Ben Carson,5,0.017
Vermont,VT,Dorset,Republican,Donald Trump,104,0.364
Vermont,VT,Dorset,Republican,John Kasich,93,0.325
Vermont,VT,Dorset,Republican,Marco Rubio,55,0.192
Vermont,VT,Dorset,Republican,Ted Cruz,15,0.052000000000000000
Vermont,VT,Dover,Republican,Ben Carson,10,0.056000000000000000
Vermont,VT,Dover,Republican,Donald Trump,64,0.36200000000000000
Vermont,VT,Dover,Republican,John Kasich,39,0.22
Vermont,VT,Dover,Republican,Marco Rubio,36,0.203
Vermont,VT,Dover,Republican,Ted Cruz,14,0.079
Vermont,VT,Dummerston,Republican,Ben Carson,18,0.10400000000000000
Vermont,VT,Dummerston,Republican,Donald Trump,53,0.306
Vermont,VT,Dummerston,Republican,John Kasich,46,0.266
Vermont,VT,Dummerston,Republican,Marco Rubio,34,0.19700000000000000
Vermont,VT,Dummerston,Republican,Ted Cruz,12,0.069
Vermont,VT,Duxbury,Republican,Ben Carson,8,0.058000000000000000
Vermont,VT,Duxbury,Republican,Donald Trump,38,0.275
Vermont,VT,Duxbury,Republican,John Kasich,41,0.297
Vermont,VT,Duxbury,Republican,Marco Rubio,36,0.261
Vermont,VT,Duxbury,Republican,Ted Cruz,10,0.07200000000000000
Vermont,VT,East Haven,Republican,Ben Carson,5,0.122
Vermont,VT,East Haven,Republican,Donald Trump,18,0.439
Vermont,VT,East Haven,Republican,John Kasich,6,0.146
Vermont,VT,East Haven,Republican,Marco Rubio,8,0.195
Vermont,VT,East Haven,Republican,Ted Cruz,2,0.049
Vermont,VT,East Montpelier,Republican,Ben Carson,8,0.029000000000000000
Vermont,VT,East Montpelier,Republican,Donald Trump,80,0.292
Vermont,VT,East Montpelier,Republican,John Kasich,113,0.41200000000000000
Vermont,VT,East Montpelier,Republican,Marco Rubio,51,0.18600000000000000
Vermont,VT,East Montpelier,Republican,Ted Cruz,15,0.055
Vermont,VT,Eden,Republican,Ben Carson,2,0.027000000000000000
Vermont,VT,Eden,Republican,Donald Trump,33,0.452
Vermont,VT,Eden,Republican,John Kasich,19,0.26
Vermont,VT,Eden,Republican,Marco Rubio,10,0.13700000000000000
Vermont,VT,Eden,Republican,Ted Cruz,7,0.096
Vermont,VT,Elmore,Republican,Ben Carson,2,0.029000000000000000
Vermont,VT,Elmore,Republican,Donald Trump,13,0.191
Vermont,VT,Elmore,Republican,John Kasich,20,0.294
Vermont,VT,Elmore,Republican,Marco Rubio,25,0.368
Vermont,VT,Elmore,Republican,Ted Cruz,8,0.11800000000000000
Vermont,VT,Enosburgh,Republican,Ben Carson,4,0.033
Vermont,VT,Enosburgh,Republican,Donald Trump,42,0.341
Vermont,VT,Enosburgh,Republican,John Kasich,33,0.268
Vermont,VT,Enosburgh,Republican,Marco Rubio,30,0.244
Vermont,VT,Enosburgh,Republican,Ted Cruz,14,0.114
Vermont,VT,Essex,Republican,Ben Carson,103,0.049
Vermont,VT,Essex,Republican,Donald Trump,488,0.23400000000000000
Vermont,VT,Essex,Republican,John Kasich,713,0.342
Vermont,VT,Essex,Republican,Marco Rubio,474,0.22700000000000000
Vermont,VT,Essex,Republican,Ted Cruz,269,0.129
Vermont,VT,Fair Haven,Republican,Ben Carson,11,0.038
Vermont,VT,Fair Haven,Republican,Donald Trump,111,0.38
Vermont,VT,Fair Haven,Republican,John Kasich,74,0.253
Vermont,VT,Fair Haven,Republican,Marco Rubio,60,0.205
Vermont,VT,Fair Haven,Republican,Ted Cruz,20,0.068
Vermont,VT,Fairfax,Republican,Ben Carson,29,0.046
Vermont,VT,Fairfax,Republican,Donald Trump,205,0.32800000000000000
Vermont,VT,Fairfax,Republican,John Kasich,182,0.29100000000000000
Vermont,VT,Fairfax,Republican,Marco Rubio,122,0.195
Vermont,VT,Fairfax,Republican,Ted Cruz,73,0.11700000000000000
Vermont,VT,Fairfield,Republican,Ben Carson,6,0.037000000000000000
Vermont,VT,Fairfield,Republican,Donald Trump,51,0.311
Vermont,VT,Fairfield,Republican,John Kasich,63,0.384
Vermont,VT,Fairfield,Republican,Marco Rubio,25,0.152
Vermont,VT,Fairfield,Republican,Ted Cruz,14,0.085
Vermont,VT,Fairlee,Republican,Ben Carson,3,0.036000000000000000
Vermont,VT,Fairlee,Republican,Donald Trump,30,0.35700000000000000
Vermont,VT,Fairlee,Republican,John Kasich,26,0.31
Vermont,VT,Fairlee,Republican,Marco Rubio,17,0.20200000000000000
Vermont,VT,Fairlee,Republican,Ted Cruz,4,0.048
Vermont,VT,Fayston,Republican,Ben Carson,2,0.022000000000000000
Vermont,VT,Fayston,Republican,Donald Trump,22,0.242
Vermont,VT,Fayston,Republican,John Kasich,45,0.495
Vermont,VT,Fayston,Republican,Marco Rubio,14,0.154
Vermont,VT,Fayston,Republican,Ted Cruz,6,0.066
Vermont,VT,Ferrisburg,Republican,Ben Carson,19,0.048
Vermont,VT,Ferrisburg,Republican,Donald Trump,105,0.264
Vermont,VT,Ferrisburg,Republican,John Kasich,117,0.295
Vermont,VT,Ferrisburg,Republican,Marco Rubio,83,0.209
Vermont,VT,Ferrisburg,Republican,Ted Cruz,55,0.139
Vermont,VT,Fletcher,Republican,Ben Carson,7,0.071
Vermont,VT,Fletcher,Republican,Donald Trump,30,0.306
Vermont,VT,Fletcher,Republican,John Kasich,29,0.29600000000000000
Vermont,VT,Fletcher,Republican,Marco Rubio,16,0.163
Vermont,VT,Fletcher,Republican,Ted Cruz,10,0.102
Vermont,VT,Franklin,Republican,Ben Carson,6,0.041000000000000000
Vermont,VT,Franklin,Republican,Donald Trump,56,0.386
Vermont,VT,Franklin,Republican,John Kasich,40,0.276
Vermont,VT,Franklin,Republican,Marco Rubio,19,0.131
Vermont,VT,Franklin,Republican,Ted Cruz,18,0.124
Vermont,VT,Georgia,Republican,Ben Carson,31,0.051
Vermont,VT,Georgia,Republican,Donald Trump,205,0.335
Vermont,VT,Georgia,Republican,John Kasich,163,0.266
Vermont,VT,Georgia,Republican,Marco Rubio,124,0.203
Vermont,VT,Georgia,Republican,Ted Cruz,78,0.127
Vermont,VT,Glover,Republican,Ben Carson,8,0.098
Vermont,VT,Glover,Republican,Donald Trump,24,0.293
Vermont,VT,Glover,Republican,John Kasich,22,0.268
Vermont,VT,Glover,Republican,Marco Rubio,17,0.207
Vermont,VT,Glover,Republican,Ted Cruz,8,0.098
Vermont,VT,Goshen,Republican,Ben Carson,3,0.13
Vermont,VT,Goshen,Republican,Donald Trump,4,0.174
Vermont,VT,Goshen,Republican,John Kasich,13,0.565
Vermont,VT,Goshen,Republican,Marco Rubio,1,0.043
Vermont,VT,Goshen,Republican,Ted Cruz,1,0.043
Vermont,VT,Grafton,Republican,Ben Carson,3,0.027000000000000000
Vermont,VT,Grafton,Republican,Donald Trump,42,0.375
Vermont,VT,Grafton,Republican,John Kasich,28,0.25
Vermont,VT,Grafton,Republican,Marco Rubio,19,0.17
Vermont,VT,Grafton,Republican,Ted Cruz,10,0.08900000000000000
Vermont,VT,Granby,Republican,Ben Carson,0,0.0
Vermont,VT,Granby,Republican,Donald Trump,6,0.4
Vermont,VT,Granby,Republican,John Kasich,0,0.0
Vermont,VT,Granby,Republican,Marco Rubio,7,0.467
Vermont,VT,Granby,Republican,Ted Cruz,0,0.0
Vermont,VT,Grand Isle,Republican,Ben Carson,12,0.041000000000000000
Vermont,VT,Grand Isle,Republican,Donald Trump,112,0.381
Vermont,VT,Grand Isle,Republican,John Kasich,91,0.31
Vermont,VT,Grand Isle,Republican,Marco Rubio,44,0.15
Vermont,VT,Grand Isle,Republican,Ted Cruz,25,0.085
Vermont,VT,Granville,Republican,Ben Carson,0,0.0
Vermont,VT,Granville,Republican,Donald Trump,4,0.33300000000000000
Vermont,VT,Granville,Republican,John Kasich,5,0.41700000000000000
Vermont,VT,Granville,Republican,Marco Rubio,2,0.16700000000000000
Vermont,VT,Granville,Republican,Ted Cruz,0,0.0
Vermont,VT,Greensboro,Republican,Ben Carson,6,0.092
Vermont,VT,Greensboro,Republican,Donald Trump,17,0.262
Vermont,VT,Greensboro,Republican,John Kasich,27,0.415
Vermont,VT,Greensboro,Republican,Marco Rubio,12,0.185
Vermont,VT,Greensboro,Republican,Ted Cruz,1,0.015
Vermont,VT,Groton,Republican,Ben Carson,9,0.059000000000000000
Vermont,VT,Groton,Republican,Donald Trump,47,0.307
Vermont,VT,Groton,Republican,John Kasich,37,0.242
Vermont,VT,Groton,Republican,Marco Rubio,26,0.17
Vermont,VT,Groton,Republican,Ted Cruz,22,0.14400000000000000
Vermont,VT,Guildhall,Republican,Ben Carson,1,0.019
Vermont,VT,Guildhall,Republican,Donald Trump,26,0.491
Vermont,VT,Guildhall,Republican,John Kasich,11,0.20800000000000000
Vermont,VT,Guildhall,Republican,Marco Rubio,6,0.113
Vermont,VT,Guildhall,Republican,Ted Cruz,8,0.151
Vermont,VT,Guilford,Republican,Ben Carson,5,0.038
Vermont,VT,Guilford,Republican,Donald Trump,51,0.389
Vermont,VT,Guilford,Republican,John Kasich,32,0.244
Vermont,VT,Guilford,Republican,Marco Rubio,27,0.20600000000000000
Vermont,VT,Guilford,Republican,Ted Cruz,14,0.107
Vermont,VT,Halifax,Republican,Ben Carson,8,0.068
Vermont,VT,Halifax,Republican,Donald Trump,52,0.441
Vermont,VT,Halifax,Republican,John Kasich,17,0.14400000000000000
Vermont,VT,Halifax,Republican,Marco Rubio,22,0.18600000000000000
Vermont,VT,Halifax,Republican,Ted Cruz,14,0.11900000000000000
Vermont,VT,Hancock,Republican,Ben Carson,2,0.091
Vermont,VT,Hancock,Republican,Donald Trump,11,0.5
Vermont,VT,Hancock,Republican,John Kasich,1,0.045
Vermont,VT,Hancock,Republican,Marco Rubio,6,0.273
Vermont,VT,Hancock,Republican,Ted Cruz,1,0.045
Vermont,VT,Hardwick,Republican,Ben Carson,5,0.022000000000000000
Vermont,VT,Hardwick,Republican,Donald Trump,85,0.374
Vermont,VT,Hardwick,Republican,John Kasich,66,0.29100000000000000
Vermont,VT,Hardwick,Republican,Marco Rubio,48,0.21100000000000000
Vermont,VT,Hardwick,Republican,Ted Cruz,14,0.062
Vermont,VT,Hartford,Republican,Ben Carson,52,0.051
Vermont,VT,Hartford,Republican,Donald Trump,325,0.316
Vermont,VT,Hartford,Republican,John Kasich,326,0.317
Vermont,VT,Hartford,Republican,Marco Rubio,185,0.18
Vermont,VT,Hartford,Republican,Ted Cruz,95,0.092
Vermont,VT,Hartland,Republican,Ben Carson,11,0.032
Vermont,VT,Hartland,Republican,Donald Trump,124,0.359
Vermont,VT,Hartland,Republican,John Kasich,106,0.307
Vermont,VT,Hartland,Republican,Marco Rubio,58,0.168
Vermont,VT,Hartland,Republican,Ted Cruz,37,0.107
Vermont,VT,Highgate,Republican,Ben Carson,9,0.028000000000000000
Vermont,VT,Highgate,Republican,Donald Trump,142,0.441
Vermont,VT,Highgate,Republican,John Kasich,64,0.19900000000000000
Vermont,VT,Highgate,Republican,Marco Rubio,65,0.20200000000000000
Vermont,VT,Highgate,Republican,Ted Cruz,29,0.09
Vermont,VT,Hinesburg,Republican,Ben Carson,6,0.013000000000000000
Vermont,VT,Hinesburg,Republican,Donald Trump,106,0.237
Vermont,VT,Hinesburg,Republican,John Kasich,187,0.41700000000000000
Vermont,VT,Hinesburg,Republican,Marco Rubio,87,0.19400000000000000
Vermont,VT,Hinesburg,Republican,Ted Cruz,49,0.109
Vermont,VT,Holland,Republican,Ben Carson,2,0.026000000000000000
Vermont,VT,Holland,Republican,Donald Trump,37,0.474
Vermont,VT,Holland,Republican,John Kasich,19,0.244
Vermont,VT,Holland,Republican,Marco Rubio,10,0.128
Vermont,VT,Holland,Republican,Ted Cruz,9,0.115
Vermont,VT,Hubbardton,Republican,Ben Carson,7,0.07200000000000000
Vermont,VT,Hubbardton,Republican,Donald Trump,30,0.309
Vermont,VT,Hubbardton,Republican,John Kasich,34,0.35100000000000000
Vermont,VT,Hubbardton,Republican,Marco Rubio,14,0.14400000000000000
Vermont,VT,Hubbardton,Republican,Ted Cruz,8,0.08200000000000000
Vermont,VT,Huntington,Republican,Ben Carson,8,0.056000000000000000
Vermont,VT,Huntington,Republican,Donald Trump,48,0.33800000000000000
Vermont,VT,Huntington,Republican,John Kasich,43,0.303
Vermont,VT,Huntington,Republican,Marco Rubio,17,0.12
Vermont,VT,Huntington,Republican,Ted Cruz,19,0.134
Vermont,VT,Hyde Park,Republican,Ben Carson,7,0.027000000000000000
Vermont,VT,Hyde Park,Republican,Donald Trump,91,0.355
Vermont,VT,Hyde Park,Republican,John Kasich,76,0.297
Vermont,VT,Hyde Park,Republican,Marco Rubio,53,0.207
Vermont,VT,Hyde Park,Republican,Ted Cruz,20,0.078
Vermont,VT,Ira,Republican,Ben Carson,4,0.069
Vermont,VT,Ira,Republican,Donald Trump,17,0.293
