state,state_abbreviation,county,party,candidate,votes,fraction_votes
Louisiana,LA,St. Helena,Republican,Ted Cruz,216,0.384
Louisiana,LA,St. James,Republican,Donald Trump,293,0.465
Louisiana,LA,St. James,Republican,John Kasich,36,0.057
Louisiana,LA,St. James,Republican,Marco Rubio,64,0.102
Louisiana,LA,St. James,Republican,Ted Cruz,220,0.349
Louisiana,LA,St. John the Baptist,Republican,Donald Trump,673,0.47700000000000000
Louisiana,LA,St. John the Baptist,Republican,John Kasich,70,0.05
Louisiana,LA,St. John the Baptist,Republican,Marco Rubio,158,0.11200000000000000
Louisiana,LA,St. John the Baptist,Republican,Ted Cruz,461,0.327
Louisiana,LA,St. Landry,Republican,Donald Trump,1759,0.46400000000000000
Louisiana,LA,St. Landry,Republican,John Kasich,128,0.034
Louisiana,LA,St. Landry,Republican,Marco Rubio,353,0.09300000000000000
Louisiana,LA,St. Landry,Republican,Ted Cruz,1457,0.384
Louisiana,LA,St. Martin,Republican,Donald Trump,1733,0.52
Louisiana,LA,St. Martin,Republican,John Kasich,95,0.028000000000000000
Louisiana,LA,St. Martin,Republican,Marco Rubio,314,0.094
Louisiana,LA,St. Martin,Republican,Ted Cruz,1106,0.332
Louisiana,LA,St. Mary,Republican,Donald Trump,1600,0.534
Louisiana,LA,St. Mary,Republican,John Kasich,133,0.044000000000000000
Louisiana,LA,St. Mary,Republican,Marco Rubio,305,0.102
Louisiana,LA,St. Mary,Republican,Ted Cruz,878,0.293
Louisiana,LA,St. Tammany,Republican,Donald Trump,12933,0.426
Louisiana,LA,St. Tammany,Republican,John Kasich,2392,0.079
Louisiana,LA,St. Tammany,Republican,Marco Rubio,3512,0.11600000000000000
Louisiana,LA,St. Tammany,Republican,Ted Cruz,10693,0.35200000000000000
Louisiana,LA,Tangipahoa,Republican,Donald Trump,3751,0.48100000000000000
Louisiana,LA,Tangipahoa,Republican,John Kasich,386,0.049
Louisiana,LA,Tangipahoa,Republican,Marco Rubio,668,0.086
Louisiana,LA,Tangipahoa,Republican,Ted Cruz,2747,0.35200000000000000
Louisiana,LA,Tensas,Republican,Donald Trump,119,0.425
Louisiana,LA,Tensas,Republican,John Kasich,19,0.068
Louisiana,LA,Tensas,Republican,Marco Rubio,37,0.132
Louisiana,LA,Tensas,Republican,Ted Cruz,87,0.311
Louisiana,LA,Terrebonne,Republican,Donald Trump,3454,0.502
Louisiana,LA,Terrebonne,Republican,John Kasich,382,0.055
Louisiana,LA,Terrebonne,Republican,Marco Rubio,746,0.10800000000000000
Louisiana,LA,Terrebonne,Republican,Ted Cruz,2119,0.308
Louisiana,LA,Union,Republican,Donald Trump,812,0.444
Louisiana,LA,Union,Republican,John Kasich,65,0.036000000000000000
Louisiana,LA,Union,Republican,Marco Rubio,119,0.065
Louisiana,LA,Union,Republican,Ted Cruz,766,0.419
Louisiana,LA,Vermilion,Republican,Donald Trump,1460,0.47100000000000000
Louisiana,LA,Vermilion,Republican,John Kasich,132,0.043
Louisiana,LA,Vermilion,Republican,Marco Rubio,282,0.091
Louisiana,LA,Vermilion,Republican,Ted Cruz,1151,0.371
Louisiana,LA,Vernon,Republican,Donald Trump,1119,0.433
Louisiana,LA,Vernon,Republican,John Kasich,95,0.037000000000000000
Louisiana,LA,Vernon,Republican,Marco Rubio,228,0.08800000000000000
Louisiana,LA,Vernon,Republican,Ted Cruz,1075,0.41600000000000000
Louisiana,LA,Washington,Republican,Donald Trump,1256,0.494
Louisiana,LA,Washington,Republican,John Kasich,110,0.043
Louisiana,LA,Washington,Republican,Marco Rubio,190,0.075
Louisiana,LA,Washington,Republican,Ted Cruz,911,0.359
Louisiana,LA,Webster,Republican,Donald Trump,1131,0.395
Louisiana,LA,Webster,Republican,John Kasich,116,0.04
Louisiana,LA,Webster,Republican,Marco Rubio,205,0.07200000000000000
Louisiana,LA,Webster,Republican,Ted Cruz,1315,0.45900000000000000
Louisiana,LA,West Baton Rouge,Republican,Donald Trump,701,0.45
Louisiana,LA,West Baton Rouge,Republican,John Kasich,55,0.035
Louisiana,LA,West Baton Rouge,Republican,Marco Rubio,163,0.105
Louisiana,LA,West Baton Rouge,Republican,Ted Cruz,583,0.374
Louisiana,LA,West Carroll,Republican,Donald Trump,317,0.4
Louisiana,LA,West Carroll,Republican,John Kasich,28,0.035
Louisiana,LA,West Carroll,Republican,Marco Rubio,65,0.08200000000000000
Louisiana,LA,West Carroll,Republican,Ted Cruz,342,0.431
Louisiana,LA,West Feliciana,Republican,Donald Trump,382,0.418
Louisiana,LA,West Feliciana,Republican,John Kasich,63,0.069
Louisiana,LA,West Feliciana,Republican,Marco Rubio,117,0.128
Louisiana,LA,West Feliciana,Republican,Ted Cruz,324,0.354
Louisiana,LA,Winn,Republican,Donald Trump,397,0.429
Louisiana,LA,Winn,Republican,John Kasich,33,0.036000000000000000
Louisiana,LA,Winn,Republican,Marco Rubio,96,0.10400000000000000
Louisiana,LA,Winn,Republican,Ted Cruz,357,0.386
Maine,ME,Abbot,Democrat,Bernie Sanders,1,1.0
Maine,ME,Abbot,Democrat,Hillary Clinton,0,0.0
Maine,ME,Acton,Democrat,Bernie Sanders,3,0.6
Maine,ME,Acton,Democrat,Hillary Clinton,2,0.4
Maine,ME,Addison,Democrat,Bernie Sanders,1,0.5
Maine,ME,Addison,Democrat,Hillary Clinton,1,0.5
Maine,ME,Albion,Democrat,Bernie Sanders,2,0.667
Maine,ME,Albion,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Alexander,Democrat,Bernie Sanders,1,1.0
Maine,ME,Alexander,Democrat,Hillary Clinton,0,0.0
Maine,ME,Alfred,Democrat,Bernie Sanders,5,0.625
Maine,ME,Alfred,Democrat,Hillary Clinton,3,0.375
Maine,ME,Allagash,Democrat,Bernie Sanders,1,1.0
Maine,ME,Allagash,Democrat,Hillary Clinton,0,0.0
Maine,ME,Alna,Democrat,Bernie Sanders,2,0.667
Maine,ME,Alna,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Alton,Democrat,Bernie Sanders,1,0.5
Maine,ME,Alton,Democrat,Hillary Clinton,1,0.5
Maine,ME,Amherst,Democrat,Bernie Sanders,1,1.0
Maine,ME,Amherst,Democrat,Hillary Clinton,0,0.0
Maine,ME,Amity,Democrat,Bernie Sanders,0,0.0
Maine,ME,Amity,Democrat,Hillary Clinton,1,1.0
Maine,ME,Andover,Democrat,Bernie Sanders,0,0.0
Maine,ME,Andover,Democrat,Hillary Clinton,0,0.0
Maine,ME,Anson,Democrat,Bernie Sanders,3,0.6
Maine,ME,Anson,Democrat,Hillary Clinton,2,0.4
Maine,ME,Appleton,Democrat,Bernie Sanders,3,0.75
Maine,ME,Appleton,Democrat,Hillary Clinton,1,0.25
Maine,ME,Aroostook Cty Townships,Democrat,Bernie Sanders,0,0.0
Maine,ME,Aroostook Cty Townships,Democrat,Hillary Clinton,0,0.0
Maine,ME,Arrowsic,Democrat,Bernie Sanders,1,0.33300000000000000
Maine,ME,Arrowsic,Democrat,Hillary Clinton,2,0.667
Maine,ME,Arundel,Democrat,Bernie Sanders,7,0.7
Maine,ME,Arundel,Democrat,Hillary Clinton,3,0.3
Maine,ME,Ashland,Democrat,Bernie Sanders,2,0.667
Maine,ME,Ashland,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Athens,Democrat,Bernie Sanders,2,1.0
Maine,ME,Athens,Democrat,Hillary Clinton,0,0.0
Maine,ME,Atkinson,Democrat,Bernie Sanders,0,0.0
Maine,ME,Atkinson,Democrat,Hillary Clinton,1,1.0
Maine,ME,Auburn,Democrat,Bernie Sanders,33,0.647
Maine,ME,Auburn,Democrat,Hillary Clinton,18,0.353
Maine,ME,Augusta,Democrat,Bernie Sanders,30,0.612
Maine,ME,Augusta,Democrat,Hillary Clinton,19,0.38800000000000000
Maine,ME,Aurora,Democrat,Bernie Sanders,0,0.0
Maine,ME,Aurora,Democrat,Hillary Clinton,0,0.0
Maine,ME,Avon,Democrat,Bernie Sanders,0,0.0
Maine,ME,Avon,Democrat,Hillary Clinton,1,1.0
Maine,ME,Baileyville,Democrat,Bernie Sanders,2,0.667
Maine,ME,Baileyville,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Baldwin,Democrat,Bernie Sanders,2,0.667
Maine,ME,Baldwin,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Bancroft,Democrat,Bernie Sanders,0,0.0
Maine,ME,Bancroft,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bangor,Democrat,Bernie Sanders,54,0.675
Maine,ME,Bangor,Democrat,Hillary Clinton,26,0.325
Maine,ME,Bar Harbor,Democrat,Bernie Sanders,15,0.7140000000000000
Maine,ME,Bar Harbor,Democrat,Hillary Clinton,6,0.28600000000000000
Maine,ME,Baring Plt.,Democrat,Bernie Sanders,1,1.0
Maine,ME,Baring Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bath,Democrat,Bernie Sanders,19,0.679
Maine,ME,Bath,Democrat,Hillary Clinton,9,0.321
Maine,ME,Beals,Democrat,Bernie Sanders,1,1.0
Maine,ME,Beals,Democrat,Hillary Clinton,0,0.0
Maine,ME,Beaver Cove,Democrat,Bernie Sanders,0,0.0
Maine,ME,Beaver Cove,Democrat,Hillary Clinton,1,1.0
Maine,ME,Beddington,Democrat,Bernie Sanders,0,0.0
Maine,ME,Beddington,Democrat,Hillary Clinton,1,1.0
Maine,ME,Belfast,Democrat,Bernie Sanders,17,0.708
Maine,ME,Belfast,Democrat,Hillary Clinton,7,0.292
Maine,ME,Belgrade,Democrat,Bernie Sanders,5,0.556
Maine,ME,Belgrade,Democrat,Hillary Clinton,4,0.444
Maine,ME,Belmont,Democrat,Bernie Sanders,2,1.0
Maine,ME,Belmont,Democrat,Hillary Clinton,0,0.0
Maine,ME,Benton,Democrat,Bernie Sanders,4,0.667
Maine,ME,Benton,Democrat,Hillary Clinton,2,0.33300000000000000
Maine,ME,Berwick,Democrat,Bernie Sanders,9,0.75
Maine,ME,Berwick,Democrat,Hillary Clinton,3,0.25
Maine,ME,Bethel,Democrat,Bernie Sanders,6,0.75
Maine,ME,Bethel,Democrat,Hillary Clinton,2,0.25
Maine,ME,Biddeford,Democrat,Bernie Sanders,30,0.625
Maine,ME,Biddeford,Democrat,Hillary Clinton,17,0.354
Maine,ME,Bingham,Democrat,Bernie Sanders,0,0.0
Maine,ME,Bingham,Democrat,Hillary Clinton,0,0.0
Maine,ME,Blaine,Democrat,Bernie Sanders,0,0.0
Maine,ME,Blaine,Democrat,Hillary Clinton,0,0.0
Maine,ME,Blue Hill,Democrat,Bernie Sanders,7,0.7
Maine,ME,Blue Hill,Democrat,Hillary Clinton,3,0.3
Maine,ME,Boothbay,Democrat,Bernie Sanders,5,0.556
Maine,ME,Boothbay,Democrat,Hillary Clinton,4,0.444
Maine,ME,Boothbay Harbor,Democrat,Bernie Sanders,0,0.0
Maine,ME,Boothbay Harbor,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bowdoin,Democrat,Bernie Sanders,4,0.667
Maine,ME,Bowdoin,Democrat,Hillary Clinton,2,0.33300000000000000
Maine,ME,Bowdoinham,Democrat,Bernie Sanders,6,0.667
Maine,ME,Bowdoinham,Democrat,Hillary Clinton,3,0.33300000000000000
Maine,ME,Bowerbank,Democrat,Bernie Sanders,0,0.0
Maine,ME,Bowerbank,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bradford,Democrat,Bernie Sanders,1,0.5
Maine,ME,Bradford,Democrat,Hillary Clinton,1,0.5
Maine,ME,Bradley,Democrat,Bernie Sanders,4,1.0
Maine,ME,Bradley,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bremen,Democrat,Bernie Sanders,0,0.0
Maine,ME,Bremen,Democrat,Hillary Clinton,0,0.0
Maine,ME,Brewer,Democrat,Bernie Sanders,15,0.682
Maine,ME,Brewer,Democrat,Hillary Clinton,7,0.318
Maine,ME,Bridgewater,Democrat,Bernie Sanders,1,1.0
Maine,ME,Bridgewater,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bridgton,Democrat,Bernie Sanders,0,0.0
Maine,ME,Bridgton,Democrat,Hillary Clinton,0,0.0
Maine,ME,Brighton Plt.,Democrat,Bernie Sanders,1,1.0
Maine,ME,Brighton Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bristol,Democrat,Bernie Sanders,6,0.667
Maine,ME,Bristol,Democrat,Hillary Clinton,3,0.33300000000000000
Maine,ME,Brooklin,Democrat,Bernie Sanders,2,0.5
Maine,ME,Brooklin,Democrat,Hillary Clinton,2,0.5
Maine,ME,Brooks,Democrat,Bernie Sanders,2,1.0
Maine,ME,Brooks,Democrat,Hillary Clinton,0,0.0
Maine,ME,Brooksville,Democrat,Bernie Sanders,2,0.5
Maine,ME,Brooksville,Democrat,Hillary Clinton,2,0.5
Maine,ME,Brownfield,Democrat,Bernie Sanders,3,1.0
Maine,ME,Brownfield,Democrat,Hillary Clinton,0,0.0
Maine,ME,Brownville,Democrat,Bernie Sanders,2,0.667
Maine,ME,Brownville,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Brunswick,Democrat,Bernie Sanders,44,0.564
Maine,ME,Brunswick,Democrat,Hillary Clinton,34,0.436
Maine,ME,Buckfield,Democrat,Bernie Sanders,0,0.0
Maine,ME,Buckfield,Democrat,Hillary Clinton,0,0.0
Maine,ME,Bucksport,Democrat,Bernie Sanders,7,0.636
Maine,ME,Bucksport,Democrat,Hillary Clinton,4,0.364
Maine,ME,Burlington,Democrat,Bernie Sanders,1,1.0
Maine,ME,Burlington,Democrat,Hillary Clinton,0,0.0
Maine,ME,Burnham,Democrat,Bernie Sanders,1,0.5
Maine,ME,Burnham,Democrat,Hillary Clinton,1,0.5
Maine,ME,Buxton,Democrat,Bernie Sanders,13,0.722
Maine,ME,Buxton,Democrat,Hillary Clinton,5,0.278
Maine,ME,Byron,Democrat,Bernie Sanders,1,1.0
Maine,ME,Byron,Democrat,Hillary Clinton,0,0.0
Maine,ME,Calais,Democrat,Bernie Sanders,4,0.667
Maine,ME,Calais,Democrat,Hillary Clinton,2,0.33300000000000000
Maine,ME,Cambridge,Democrat,Bernie Sanders,1,1.0
Maine,ME,Cambridge,Democrat,Hillary Clinton,0,0.0
Maine,ME,Camden,Democrat,Bernie Sanders,15,0.652
Maine,ME,Camden,Democrat,Hillary Clinton,8,0.348
Maine,ME,Canaan,Democrat,Bernie Sanders,3,0.6
Maine,ME,Canaan,Democrat,Hillary Clinton,2,0.4
Maine,ME,Canton,Democrat,Bernie Sanders,2,1.0
Maine,ME,Canton,Democrat,Hillary Clinton,0,0.0
Maine,ME,Cape Elizabeth,Democrat,Bernie Sanders,19,0.48700000000000000
Maine,ME,Cape Elizabeth,Democrat,Hillary Clinton,20,0.513
Maine,ME,Caratunk,Democrat,Bernie Sanders,0,0.0
Maine,ME,Caratunk,Democrat,Hillary Clinton,0,0.0
Maine,ME,Caribou,Democrat,Bernie Sanders,9,0.5
Maine,ME,Caribou,Democrat,Hillary Clinton,9,0.5
Maine,ME,Carmel,Democrat,Bernie Sanders,4,0.8
Maine,ME,Carmel,Democrat,Hillary Clinton,1,0.2
Maine,ME,Carrabassett Valley,Democrat,Bernie Sanders,1,0.5
Maine,ME,Carrabassett Valley,Democrat,Hillary Clinton,1,0.5
Maine,ME,Carroll Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Carroll Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Carthage,Democrat,Bernie Sanders,1,1.0
Maine,ME,Carthage,Democrat,Hillary Clinton,0,0.0
Maine,ME,Cary Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Cary Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Casco,Democrat,Bernie Sanders,5,0.7140000000000000
Maine,ME,Casco,Democrat,Hillary Clinton,2,0.28600000000000000
Maine,ME,Castine,Democrat,Bernie Sanders,2,0.667
Maine,ME,Castine,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Castle Hill,Democrat,Bernie Sanders,1,1.0
Maine,ME,Castle Hill,Democrat,Hillary Clinton,0,0.0
Maine,ME,Caswell,Democrat,Bernie Sanders,0,0.0
Maine,ME,Caswell,Democrat,Hillary Clinton,1,1.0
Maine,ME,Chapman,Democrat,Bernie Sanders,1,1.0
Maine,ME,Chapman,Democrat,Hillary Clinton,0,0.0
Maine,ME,Charleston,Democrat,Bernie Sanders,1,0.5
Maine,ME,Charleston,Democrat,Hillary Clinton,1,0.5
Maine,ME,Charlotte,Democrat,Bernie Sanders,1,1.0
Maine,ME,Charlotte,Democrat,Hillary Clinton,0,0.0
Maine,ME,Chebeague Island,Democrat,Bernie Sanders,1,0.5
Maine,ME,Chebeague Island,Democrat,Hillary Clinton,1,0.5
Maine,ME,Chelsea,Democrat,Bernie Sanders,3,0.5
Maine,ME,Chelsea,Democrat,Hillary Clinton,3,0.5
Maine,ME,Cherryfield,Democrat,Bernie Sanders,2,0.667
Maine,ME,Cherryfield,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Chester,Democrat,Bernie Sanders,1,1.0
Maine,ME,Chester,Democrat,Hillary Clinton,0,0.0
Maine,ME,Chesterville,Democrat,Bernie Sanders,2,0.667
Maine,ME,Chesterville,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,China,Democrat,Bernie Sanders,6,0.6
Maine,ME,China,Democrat,Hillary Clinton,4,0.4
Maine,ME,Clifton,Democrat,Bernie Sanders,2,1.0
Maine,ME,Clifton,Democrat,Hillary Clinton,0,0.0
Maine,ME,Clinton,Democrat,Bernie Sanders,4,0.5710000000000000
Maine,ME,Clinton,Democrat,Hillary Clinton,3,0.429
Maine,ME,Columbia,Democrat,Bernie Sanders,1,1.0
Maine,ME,Columbia,Democrat,Hillary Clinton,0,0.0
Maine,ME,Columbia Falls,Democrat,Bernie Sanders,1,1.0
Maine,ME,Columbia Falls,Democrat,Hillary Clinton,0,0.0
Maine,ME,Cooper,Democrat,Bernie Sanders,1,1.0
Maine,ME,Cooper,Democrat,Hillary Clinton,0,0.0
Maine,ME,Coplin Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Coplin Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Corinna,Democrat,Bernie Sanders,2,0.5
Maine,ME,Corinna,Democrat,Hillary Clinton,2,0.5
Maine,ME,Corinth,Democrat,Bernie Sanders,2,0.5
Maine,ME,Corinth,Democrat,Hillary Clinton,2,0.5
Maine,ME,Cornish,Democrat,Bernie Sanders,2,0.667
Maine,ME,Cornish,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Cornville,Democrat,Bernie Sanders,2,0.667
Maine,ME,Cornville,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Cranberry Isles,Democrat,Bernie Sanders,1,1.0
Maine,ME,Cranberry Isles,Democrat,Hillary Clinton,0,0.0
Maine,ME,Crawford,Democrat,Bernie Sanders,0,0.0
Maine,ME,Crawford,Democrat,Hillary Clinton,1,1.0
Maine,ME,Crystal,Democrat,Bernie Sanders,1,1.0
Maine,ME,Crystal,Democrat,Hillary Clinton,0,0.0
Maine,ME,Cumberland,Democrat,Bernie Sanders,15,0.556
Maine,ME,Cumberland,Democrat,Hillary Clinton,12,0.444
Maine,ME,Cushing,Democrat,Bernie Sanders,2,0.667
Maine,ME,Cushing,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Cutler,Democrat,Bernie Sanders,1,1.0
Maine,ME,Cutler,Democrat,Hillary Clinton,0,0.0
Maine,ME,Cyr Plt.,Democrat,Bernie Sanders,1,1.0
Maine,ME,Cyr Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Dallas Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Dallas Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Damariscotta,Democrat,Bernie Sanders,5,0.625
Maine,ME,Damariscotta,Democrat,Hillary Clinton,3,0.375
Maine,ME,Danforth,Democrat,Bernie Sanders,0,0.0
Maine,ME,Danforth,Democrat,Hillary Clinton,0,0.0
Maine,ME,Dayton,Democrat,Bernie Sanders,3,0.75
Maine,ME,Dayton,Democrat,Hillary Clinton,1,0.25
Maine,ME,Deblois,Democrat,Bernie Sanders,0,0.0
Maine,ME,Deblois,Democrat,Hillary Clinton,0,0.0
Maine,ME,Dedham,Democrat,Bernie Sanders,3,0.75
Maine,ME,Dedham,Democrat,Hillary Clinton,1,0.25
Maine,ME,Deer Isle,Democrat,Bernie Sanders,4,0.667
Maine,ME,Deer Isle,Democrat,Hillary Clinton,2,0.33300000000000000
Maine,ME,Denmark,Democrat,Bernie Sanders,2,0.667
Maine,ME,Denmark,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Dennistown Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Dennistown Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Dennysville,Democrat,Bernie Sanders,1,1.0
Maine,ME,Dennysville,Democrat,Hillary Clinton,0,0.0
Maine,ME,Detroit,Democrat,Bernie Sanders,1,1.0
Maine,ME,Detroit,Democrat,Hillary Clinton,0,0.0
Maine,ME,Dexter,Democrat,Bernie Sanders,5,0.7140000000000000
Maine,ME,Dexter,Democrat,Hillary Clinton,2,0.28600000000000000
Maine,ME,Dixfield,Democrat,Bernie Sanders,3,0.75
Maine,ME,Dixfield,Democrat,Hillary Clinton,1,0.25
Maine,ME,Dixmont,Democrat,Bernie Sanders,2,0.667
Maine,ME,Dixmont,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Dover-Foxcroft,Democrat,Bernie Sanders,6,0.667
Maine,ME,Dover-Foxcroft,Democrat,Hillary Clinton,3,0.33300000000000000
Maine,ME,Dresden,Democrat,Bernie Sanders,3,0.6
Maine,ME,Dresden,Democrat,Hillary Clinton,2,0.4
Maine,ME,Drew Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Drew Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Durham,Democrat,Bernie Sanders,6,0.667
Maine,ME,Durham,Democrat,Hillary Clinton,3,0.33300000000000000
Maine,ME,Dyer Brook,Democrat,Bernie Sanders,0,0.0
Maine,ME,Dyer Brook,Democrat,Hillary Clinton,0,0.0
Maine,ME,Eagle Lake,Democrat,Bernie Sanders,1,0.33300000000000000
Maine,ME,Eagle Lake,Democrat,Hillary Clinton,2,0.667
Maine,ME,East Machias,Democrat,Bernie Sanders,2,0.667
Maine,ME,East Machias,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,East Millinocket,Democrat,Bernie Sanders,3,0.429
Maine,ME,East Millinocket,Democrat,Hillary Clinton,4,0.5710000000000000
Maine,ME,Eastbrook,Democrat,Bernie Sanders,0,0.0
Maine,ME,Eastbrook,Democrat,Hillary Clinton,0,0.0
Maine,ME,Easton,Democrat,Bernie Sanders,1,0.5
Maine,ME,Easton,Democrat,Hillary Clinton,1,0.5
Maine,ME,Eastport,Democrat,Bernie Sanders,3,0.6
Maine,ME,Eastport,Democrat,Hillary Clinton,2,0.4
Maine,ME,Eddington,Democrat,Bernie Sanders,4,0.8
Maine,ME,Eddington,Democrat,Hillary Clinton,1,0.2
Maine,ME,Edgecomb,Democrat,Bernie Sanders,3,0.75
Maine,ME,Edgecomb,Democrat,Hillary Clinton,1,0.25
Maine,ME,Edinburg,Democrat,Bernie Sanders,0,0.0
Maine,ME,Edinburg,Democrat,Hillary Clinton,1,1.0
Maine,ME,Eliot,Democrat,Bernie Sanders,11,0.647
Maine,ME,Eliot,Democrat,Hillary Clinton,6,0.353
Maine,ME,Ellsworth,Democrat,Bernie Sanders,12,0.632
Maine,ME,Ellsworth,Democrat,Hillary Clinton,7,0.368
Maine,ME,Embden,Democrat,Bernie Sanders,2,1.0
Maine,ME,Embden,Democrat,Hillary Clinton,0,0.0
Maine,ME,Enfield,Democrat,Bernie Sanders,2,0.667
Maine,ME,Enfield,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Etna,Democrat,Bernie Sanders,2,1.0
Maine,ME,Etna,Democrat,Hillary Clinton,0,0.0
Maine,ME,Eustis,Democrat,Bernie Sanders,1,1.0
Maine,ME,Eustis,Democrat,Hillary Clinton,0,0.0
Maine,ME,Exeter,Democrat,Bernie Sanders,2,1.0
Maine,ME,Exeter,Democrat,Hillary Clinton,0,0.0
Maine,ME,Fairfield,Democrat,Bernie Sanders,9,0.6
Maine,ME,Fairfield,Democrat,Hillary Clinton,6,0.4
Maine,ME,Falmouth,Democrat,Bernie Sanders,21,0.525
Maine,ME,Falmouth,Democrat,Hillary Clinton,19,0.475
Maine,ME,Farmingdale,Democrat,Bernie Sanders,5,0.556
Maine,ME,Farmingdale,Democrat,Hillary Clinton,4,0.444
Maine,ME,Farmington,Democrat,Bernie Sanders,16,0.8420000000000000
Maine,ME,Farmington,Democrat,Hillary Clinton,3,0.158
Maine,ME,Fayette,Democrat,Bernie Sanders,3,0.75
Maine,ME,Fayette,Democrat,Hillary Clinton,1,0.25
Maine,ME,Fort Fairfield,Democrat,Bernie Sanders,4,0.5
Maine,ME,Fort Fairfield,Democrat,Hillary Clinton,4,0.5
Maine,ME,Fort Kent,Democrat,Bernie Sanders,6,0.5
Maine,ME,Fort Kent,Democrat,Hillary Clinton,6,0.5
Maine,ME,Frankfort,Democrat,Bernie Sanders,0,0.0
Maine,ME,Frankfort,Democrat,Hillary Clinton,0,0.0
Maine,ME,Franklin,Democrat,Bernie Sanders,2,0.667
Maine,ME,Franklin,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Franklin Cty Townships,Democrat,Bernie Sanders,0,0.0
Maine,ME,Franklin Cty Townships,Democrat,Hillary Clinton,0,0.0
Maine,ME,Freedom,Democrat,Bernie Sanders,2,1.0
Maine,ME,Freedom,Democrat,Hillary Clinton,0,0.0
Maine,ME,Freeport,Democrat,Bernie Sanders,20,0.606
Maine,ME,Freeport,Democrat,Hillary Clinton,12,0.364
Maine,ME,Frenchboro,Democrat,Bernie Sanders,0,0.0
Maine,ME,Frenchboro,Democrat,Hillary Clinton,0,0.0
Maine,ME,Frenchville,Democrat,Bernie Sanders,1,0.25
Maine,ME,Frenchville,Democrat,Hillary Clinton,3,0.75
Maine,ME,Friendship,Democrat,Bernie Sanders,2,0.667
Maine,ME,Friendship,Democrat,Hillary Clinton,1,0.33300000000000000
Maine,ME,Frye Island,Democrat,Bernie Sanders,0,0.0
Maine,ME,Frye Island,Democrat,Hillary Clinton,0,0.0
Maine,ME,Fryeburg,Democrat,Bernie Sanders,5,0.7140000000000000
Maine,ME,Fryeburg,Democrat,Hillary Clinton,2,0.28600000000000000
Maine,ME,Gardiner,Democrat,Bernie Sanders,9,0.563
Maine,ME,Gardiner,Democrat,Hillary Clinton,7,0.43800000000000000
Maine,ME,Garfield Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Garfield Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Garland,Democrat,Bernie Sanders,2,1.0
Maine,ME,Garland,Democrat,Hillary Clinton,0,0.0
Maine,ME,Georgetown,Democrat,Bernie Sanders,2,0.5
Maine,ME,Georgetown,Democrat,Hillary Clinton,2,0.5
Maine,ME,Gilead,Democrat,Bernie Sanders,1,1.0
Maine,ME,Gilead,Democrat,Hillary Clinton,0,0.0
Maine,ME,Glenburn,Democrat,Bernie Sanders,6,0.667
Maine,ME,Glenburn,Democrat,Hillary Clinton,3,0.33300000000000000
Maine,ME,Glenwood Plt.,Democrat,Bernie Sanders,0,0.0
Maine,ME,Glenwood Plt.,Democrat,Hillary Clinton,0,0.0
Maine,ME,Gorham,Democrat,Bernie Sanders,29,0.69
